index,comment,n_star,date_time,label
4646,"Pin nghe nói trâu mà sao vẫn tụt nhanh thế ah. Chán quá Xiaomi ơi 
Còn lại chơi game mượt, chụp hình tam okie.",3,6/5/2020,{CAMERA#Neutral};{BATTERY#Negative};{PERFORMANCE#Positive};{SER&ACC#Negative};
4647,Mới mua về sài rất mượt rất ok nha mấy anh tgdd tư vấn rất nhiệt tình   mọi thứ rất ok,5,16/08/2020,{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};
4648,Đã mua tại medimarm cảm thấy oki. Sau khi sử dụng thỉnhbthoangr có vấn đrefnchuts nhưng cũng ổn.. hài lòng với 7 triệu,5,2/3/2020,{PERFORMANCE#Negative};{PRICE#Positive};{GENERAL#Positive};
4649,"Nhìn máy đẹp. Có điểm lâu lâu máy lại bị lỗi, lỗi có khi đèn pin ko bật được, lúc bật được lại ko tắt được, phải khởi động lại thì mới được. Sóng máy này hơi yếu. Được cái chơi game thì sướng, lúc mới mua chơi chỉ hơi nóng. Sau 10 ngày chơi game máy nóng hẳn lên",5,18/04/2020,{FEATURES#Negative};{PERFORMANCE#Neutral};{DESIGN#Positive};
4650,"Nhu cầu hằng ngày thì tốt , mượt, ok. Có cái chơi liên quân hay đơ và văng ra, ki hài lòng chỗ đó. Thỉnh thoảng đa nhiệm hay đơ. Tạm thoi",3,29/06/2019,{PERFORMANCE#Neutral};{GENERAL#Positive};
4651,"Các bạn nghĩ sao chứ mình sài a70 thấy rất tốt, nhanh hết pin nhưng không đến nổi nào, nhưng sạc cực kì nhanh luôn, các bạn hãy tắt những ứng dụng không sử dụng đi,và đừng cho ứng dụng chạy ngầm, hãy tối ưu hóa cho máy nhẹ, cũng ít hao pin lắm, theo mình thì máy sài rất tuyệt vời *****👍",5,26/04/2020,{BATTERY#Neutral};{GENERAL#Positive};
4652,"Quá kém, máy hay đứng và phản ứng chậm, vân tay nhiều lúc không nhận được.Nói chung là quá tệ so với số tiền bỏ ra.",5,5/5/2020,{FEATURES#Negative};{PERFORMANCE#Negative};{PRICE#Negative};{GENERAL#Negative};
4653,"Sản phẩm tốt hay xấu là do nhà sản xuất nhưng nhân viên thế giới di động nhiệt tình thật đấy, mua ở 477 LNQ Thái Nguyên. Vote cho 5 sao",5,11/4/2020,{SER&ACC#Positive};{OTHERS};
4654,Máy tốt rất mượt.mình có mua cho và trải nhiệm khoảng 1 tuần. 4000 pin dùng rất bền xạc rất nhanh. Rất hài lòng phục vụ.,5,3/6/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};
4655,"Cho tôi hỏi pin của vivo S1 pro sạc bao lâu thì đầy,còn tôi sạc hơn 3 tiếng mới đầy vậy có phải lỗi sạc nhanh ko",4,24/06/2020,{OTHERS};
4656,"Sản phẩm a50s bị giật lag khó chịu cực kì
Đổi sản phẩm tới 3 lần.khi hết hạn để đổi thì máy thứ 3 vẫn bị y chang . Tức đến nổi tôi đập nó bễ nên ko đi đổi nữa chứ  bức sức lắm.",1,5/3/2020,{PERFORMANCE#Negative};{GENERAL#Negative};
4657,So mức giá tầm dưới 5tr thì redmi note 7 xài khá mượt về mọi mặt nha chưa kể kiểu dáng máy cũng khá đẹp,5,5/9/2019,{PERFORMANCE#Positive};{DESIGN#Positive};{PRICE#Neutral};
4658,Nếu có thêm tự ghi âm cuộc gọi thì không có gì phải bàn. Giá/hiệu năng cao nhất trong phân khúc! Cho 5 sao,5,23/04/2020,{FEATURES#Negative};{PERFORMANCE#Positive};{PRICE#Negative};
4659,"Tốt, pin trâu bò, game thì chưa chơi để test vài bữa. Chỉ không tặng tai nghe nhưng tốn vài trăm mua thì cũng chẳng sao.",5,30/07/2020,{BATTERY#Positive};{PERFORMANCE#Neutral};{GENERAL#Positive};{SER&ACC#Neutral};
4660,Mình mua được 1 thánh rồi thì máy bắt đầu xuất hiện lội ứng dụng bị dừng vào nhiều lỗi khác,2,6/10/2019,{PERFORMANCE#Negative};
4661,"Dùng tốt,bền,đã dùng từ realme c1 lên.pin lâu,chíp hiệu năng cal.sẽ ủng hộ realme dài dài",5,24/04/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};
4662,"Trừ 1sao vì wj kém,sóng bắt wj quá tệ,wj cách 3m cũng không bắt được 2 cục,cần cải thiện",4,23/02/2020,{FEATURES#Negative};
4663,"Pin kém chưa được ngày đã hêt, k game, chỉ có vào zalo fb mà hết, khá thất vọng, sạc nhanh có lúc cả tiếng đồng hồ được 40%, biet vậy sắm e khác",3,25/04/2020,{BATTERY#Negative};{GENERAL#Negative};
4664,"Mình thích kiểu iPhone 5s nhưng màn hình lớn hơn chút thì Ok, cấu hình thì được nhưng thiết kế không đẹp bằng 5s, đó tận dụng linh kiện từ iPhone 8, dung lượng pin hơi thấp nhưng điều đó không còn quá quan trọng khi được trang bị sạc nhanh",3,3/5/2020,{SCREEN#Negative};{BATTERY#Neutral};{PERFORMANCE#Positive};{DESIGN#Negative};
4665,"Máy tốt, màn hình nhạy hơn hẳn những dòng máy phân khúc tầm trung mà mình từng sử dụng ( Lenovo, huawei ,xaomiao) khi trải nghiệm liên quân , pubg .. có sự khác biệt rõ rệt, camera nhận diện hoạt động mạnh trong môi trường ánh sáng yếu ớt,sạc nhanh trong vòng 60',NV cửa hàng nhiệt tình thân thiện( 304_306 giải phóng tt phước an krông  păk Đăk Lăk)",5,7/1/2020,{CAMERA#Positive};{FEATURES#Negative};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};
4666,Máy rất OK sánh ngang với a50 và oppo 11 nhưng rẻ hơn vài củ nếu ai không quá nặng với thương hiệu thì con này là OK,5,18/04/2019,{PRICE#Positive};{GENERAL#Positive};{OTHERS};
4667,Phí tiền khi mua cái máy này tạo mua chưa đc 1 tháng nửa mà 1 ngày nó bị đơ 1 ngàn lần cứ đang lướt cái nó đứng im k bấm đc cái j hết tắt đi mở lại bt sống 1 hồi lại bị tiếp . Cho 1 sao v máy như gì đừng có ham rẻ mà mua giờ hối hận ko kịp mấy quá dởm .,1,1/10/2019,{PERFORMANCE#Negative};{PRICE#Negative};{GENERAL#Negative};
4668,"Mới mua về, cảm nhận của mk như sau
1. Loa to,rõ
2.bluetooth hơi chậm nhưng cx chấp nhận đc
3. Pin 800 nhưng xài đc 2 ngày nhưng lâu lâu bị sập nguồn",5,17/07/2019,{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Negative};
4669,Mới mua lúc tối 2/1/2020 với tầm giá 2t4 thì quá OK rồi.,5,2/1/2020,{PRICE#Neutral};{GENERAL#Positive};
4670,"Máy sạc nhanh , cấu hình mượt chơi game tốt . Chắc do mình hay chơi game nên 1 ngày sẽ sạc 2 lần và lâu lâu máy có nóng và hơi giật lag 1 tí . Nhưng nếu mở khóa bằng mã pin thì sẽ rất rất chậm luôn . Mình mới mua máy được 5 ngày shock TT",4,9/5/2020,{FEATURES#Negative};{BATTERY#Positive};{PERFORMANCE#Neutral};{OTHERS};
4671,Sp ok nhưng sao khi mình vào face phần watch thì thỉnh thoảng đang xem lại bị hắt ra nhỉ. Có ai bị thế ko,4,27/12/2019,{PERFORMANCE#Negative};{GENERAL#Positive};{OTHERS};
4672,"Máy dùng tốt trong tầm giá,và ai đang dùng máy này mà tình trạng máy bắt wifi và mạng yếu hơn những máy khác,để khắc phục tình trạng trên thì các bạn tắt chế độ tăng tốc game đi là sẽ hết",4,22/06/2019,{FEATURES#Negative};{PRICE#Neutral};{GENERAL#Positive};{OTHERS};
4673,Dùng được 25 ngày cảm thấy rất hài lòng về mọi mặc nhưng sạc thì khá lâu. Máy chiến game tốt pin trâu. Màn hình 720p nhưng cx vừa tầm,4,3 tuần trước,{SCREEN#Positive};{BATTERY#Neutral};{PERFORMANCE#Positive};{GENERAL#Positive};
4674,"Điện thoại xịn sò. Đen cái là mua bản 6/128 phải chờ mấy ngày nên mình chỉ mua bản 6/64.
Nhân viên TGDD Thôn Bầu xã Kim Chung Đông Anh tư vấn nhiệt tình dù mình tham khảo hết giá tầm này rồi 😂",4,5/12/2019,{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};
4675,"Mình đã mua được 2 tuần rồi,phải nói thật là từ androi qua ios đúng là sướng thật,hiện tại máy dùng rất mượt, pin khoẻ,sạc củng nhanh lắm, khoảng 1h50p là đầy từ 10% đến 100%",5,29/05/2019,{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};
4676,"Máy sử dụng rất tốt ,sẽ tiếp tục ủng hộ TGDĐ.Giá cả hợp lí máy chỉ là có độ phân giải chưa cao",4,4/3/2020,{SCREEN#Negative};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};
4677,"Mình mới mua được nữa tháng nhìn chung thì khá 
 hài lòng với sản phẩm này. Tuy nhiên mình vẫn chưa ưng ý lắm với pin,theo mình thì pin này chỉ khoảng 3500 mAh thôi chứ k đúng như 4000 mAh đâu.",5,11/3/2020,{BATTERY#Negative};{GENERAL#Positive};
4678,"Mình sài 2 sim mobi cùng lúc, nhưng lúc người khác gọi được cho mình lúc không, đã đổi máy vẫn vậy cho đến khi chỉ dùng 1 sim thì mới hết",3,8/4/2020,{FEATURES#Negative};
4679,"Sản phẩm mượt, tốt so với mức giá, pin siêu trâu, mỗi tội không có sạc nhanh, nhưng không sao, bù lại được có cấu hình tốt",5,11/8/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};
4680,Chơi game nặng mượt cấu hìmh cao trên cả tuyệt vời camera tốt nói chung là không chê vào đâu được ^^,5,14/05/2020,{CAMERA#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};
4681,"OPPO A53 sử dụng khá là ỗn định, chạy cũng mượt mà.Giá thì lại hợp lí thích hợp cho những ae nào hay chơi game....",4,1 tuần trước,{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};
4682,Cú tưởng máy này có sạc nhanh nên cắm sạc nhanh mấy tháng. Pin máy mình chắc mau hỏng.... -_-,5,9/2/2020,{BATTERY#Negative};
4683,"Chip 720 mà chơi game màn hình đen thui liên tục, game nào cũng vậy,hay thoát game ,hi vọng xiaomi sớm có bản update sửa lỗi",1,29/04/2020,{PERFORMANCE#Negative};
4684,Mọi thứ đều ổn.nhưng mới mua được một ngày mà máy hao pin lắm. Có thể đổi máy khác k.,3,29/11/2019,{BATTERY#Negative};{GENERAL#Positive};{OTHERS};
4685,"Mới lấy về sáng nay, máy đẹp, mọi thứ đều OK, chưa phát sinh lỗi gì.",5,13/09/2019,{DESIGN#Positive};{GENERAL#Positive};
4686,"Huawei p30 lite mọi thứ đều tốt chỉ trừ camera, mình cảm thấy chụp hình ko được đẹp lắm. Bộ nhớ trong 128g có thể tải dc rất nhiều ứng dụng mà không lo hết dung lượng. Máy chạy rất mượt, sạc pin nhanh. Nhân viên tgdd rất nhiệt tình tư vấn cho khách hàng. Đây là lần đầu mình dùng Huawei ko có gì ko hài lòng về sản phẩm này.",5,23/04/2019,{CAMERA#Negative};{BATTERY#Positive};{PERFORMANCE#Positive};{STORAGE#Positive};{GENERAL#Positive};{SER&ACC#Positive};
4687,Dùng 1 tháng thấy Ngoại trừ cam sau room 2x trở lên hoặc thiếu sáng thì hơi nhoè ra mọi thứ đều ngon . Game ok,5,12/6/2020,{CAMERA#Negative};{PERFORMANCE#Positive};{GENERAL#Positive};
4688,"Sản Phẩm tốt trong tầm giá 2 đến 3 triệu . khá hài lòng .
Những ai có ý định mua thì nên mua vì sản phẩm chất lượng",5,22/01/2020,{PRICE#Neutral};{GENERAL#Positive};
4689,Nhân viên phải nói là rất nhiệt tình và hài lòng chiếc điện thoại này rất tốt màn hình đẹp xem phim chơi game mượt mạnh khôngg tồi đâu anh em,5,19/05/2020,{SCREEN#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};
4690,"Sản phẩm rất ok.
Nhân viên tư vấn nhiệt tình. 
Cửa hàng phục vụ rất tốt.",5,20/06/2019,{GENERAL#Positive};{SER&ACC#Positive};
4691,Đt tốt mượt sài đx 3 ngày ứng dụng k hề lắc chụp ảnh đẹp đt màng hình to khá hài lòng,5,13/10/2019,{SCREEN#Positive};{CAMERA#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};
4692,Đang dùng oppo f11 chuyển sang zeno 3 mua được 3 tuần thấy chán .máy dùng bình thường ko chơi game. Mà đọc báo 1 lúc thì máy nóng. Nhất là quay phim khoảng gần 10p hoặc cắm sac máy nóng kinh khủng. Cập nhật phần mềm mới thi cột sóng lúc nào cũng hiện 3g 4g.ko ấn được mặc dù đã tắt hết mạng rồi. Nói tóm gọn là zeno 3 chỉ hơn f11cai màn hình,3,2/6/2020,{SCREEN#Positive};{FEATURES#Negative};{BATTERY#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};
4693,"Sau hơn tháng sử dụng , mấy ngày đầu mới mua đúng là đều bị gặp lỗi đơ và hay bị tự tắt nguồn, rồi những lỗi vặt mà nhiều bạn vẫn đánh giá , nhưng cho đến nay sau 3 lần cập nhật từ mi 11.05 lên 06 -07-08 thì hiện tại mình dùng thấy rất ổn và mượt mà , tại mình ko chơi game nhiều nên ko gặp những lỗi khác về game , nói chung hài lòng về sp",4,22/05/2020,{PERFORMANCE#Neutral};{GENERAL#Positive};{OTHERS};
4694,Máy quá đẹp..hơn hẳn mong đợi..chỉ là giờ chưa có ốp lưng hay cường lực.. mong bên siêu thị nhập về sớm là ok,5,10/7/2019,{DESIGN#Positive};{SER&ACC#Negative};
4695,"Đọc cmt thấy toàn bị lỗi mà cũng thấy người dùng phản ánh ok. 50/50 nhưng vẫn quyết định mua và dùng máy được 4 ngày thấy máy ok không thấy lỗi như mọi người nói. Nhân vien nhiệt tình, phục vụ ok,  cho 5* nha.",5,18/07/2020,{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};
4696,"Dùng quá chán hối hận khi mua.
Mạng bât quá chán dòng hay đời củng cao hơn j7 mà bắt mạng chưa bằng 1 phần",1,13/09/2019,{FEATURES#Negative};{GENERAL#Negative};
4697,Có cách nào nâng cao hiệu thời gian pin trên a71 không ad?mình chỉ lướt web tầm 1h mà từ 50% về 29% rồi.pin 4500 mà...,4,23/07/2020,{BATTERY#Negative};{OTHERS};
4698,Tất cả đều ok..pin trâu máy chơi game mạnh . nhưng máy ko có ghi âm cuộc gọi hơi bất tiện,5,22/06/2020,{FEATURES#Negative};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};
4699,"Thật đúng là 1 chiếc điện thoại tuyệt vời, các tác vụ hằng ngày xử lý nhanh và rất tốt 🥰. Camera thật sự tốt trong tầm phân khúc của máy 🤗. 
Sử dụng chiếc máy này như sử dụng 1 flagship hàng đầu nên mọi thứ đều hoạt động mượt mà, không phải lo thêm gì nữa. 😉",5,15/03/2020,{CAMERA#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};
4700,"Mới mua 2chiếc về cho Mẹ và thằng cháu dùng rất ok.wifi mạnh. Lau hết pin.sạc cũng nhanh.
Kamera tạm...tiền nào của nấy. 
Mẹ rất thít nghe gọi xem cả  lương nhạc âm thanh rõ.",4,10/6/2020,{CAMERA#Neutral};{FEATURES#Positive};{BATTERY#Positive};{GENERAL#Positive};
4701,"Theo đánh giá cá nhân của mình sau khi dùng hơn 1 tháng thì điện thoại không ổn định, thỉnh thoảng không nhận sim phải khởi động lại, vân tay và nhận diện khuôn mặt lúc được lúc không, pin dùng lâu, camera nét, mình không chơi game, chỉ nghe gọi, đọc báo, xem youtube. Ai chỉ dùm mình cách khắc phục lỗi với",2,7/4/2020,{CAMERA#Positive};{FEATURES#Negative};{BATTERY#Positive};{PERFORMANCE#Neutral};{GENERAL#Negative};{OTHERS};
4702,"Loa cực tệ, nghe thì to mà hơi rè với lại ko hay, máy cũng nhanh nóng dù ko chơi game gì.",2,29/07/2020,{FEATURES#Negative};{PERFORMANCE#Negative};
4703,"Sản phẩm tốt , giao diện và tùy biến của Samsung hơn hẳng oppo , máy có một số lổi nhỏ khi dùng nhưng do bên ứng dụng thứ 3 chưa hổ trợ tốt trên máy do máy mới ra mắt nên chấp nhận được.",5,17/01/2020,{PERFORMANCE#Neutral};{GENERAL#Positive};
4704,"Sản phẩm rất tốt, pin trâu 5000 sài full đã, chơi game khá mượt mà , màn hình rất nhậy, loa lớn. Tuy ko hỗ trợ sạc nhanh nhưng mik thấy trong tầm giá này là quá tuyệt r.",5,16/07/2020,{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};
4705,"Sản phẩm tốt mà tai nghe nó dở quá, đeo vào không nói chuyện được đeo tai nghe khác nói chuyện bt",4,19/02/2020,{FEATURES#Negative};{GENERAL#Positive};
4706,"Eo ơi chưa bao giờ thấy vui như hôm ni, em vừa mới mua máy về ta nói mua máy mà mấy anh chị hướng dẫn chu đáo, dùng sướng lắm, mượt mà chơi game cũng chả lag mấy nữa. Nói chung là máy dùng tốt hợp với giá tiền❤️",5,1/1/2020,{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};
4707,"Camera quá tệ. Thua xa A10 của samsung. Tiếc vì đã mua A1k. Mua tại the gioi di động. Nhân viên nhiệt tình, nhưng máy kém quá.",1,24/06/2019,{CAMERA#Negative};{GENERAL#Negative};{SER&ACC#Positive};
4708,"Mình quá ưng NOte10 lite luôn.
Cây bút rất nhạy, viết note nhanh và chỉnh sửa hình ảnh bằng app cũng rất tiện và chính xác.
Nói chung là mình rất thích dòng Note của Samsung.",5,17/04/2020,{FEATURES#Positive};{GENERAL#Positive};{SER&ACC#Positive};
4709,Mới dung đc 2ngay Dùng cungx ok nhug màà sao pin để qua đêm tụt 3 4%  vậy chán quá à,3,9/7/2020,{BATTERY#Negative};{GENERAL#Positive};
4710,"Về cơ bản good . Pin trâu. Mượt. Camera thì ảo miễn bàn.
Game chạy tâm thời thay vẫn OK. Máy ko nóng. Vân tay mở máy nhạy kinh khủng",4,5/6/2020,{CAMERA#Positive};{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};
4711,Ad hỗ trợ mình cách chụp màng hình nhà ! Mấy này mình chụp không được,3,21/12/2019,{OTHERS};
4712,Ad cho em hỏi chút . em dùng xiaomi red mi not 7 .. Rất ok ạ . mà có 1 cái là . bất cứ cuộc gọi nào cũng tự động ghi âm . chuyển vào mp3 . cùng với chỗ nhạc ấy ạ . có cách nào để tắt nó đi không ạ ..,5,3 tuần trước,{FEATURES#Negative};{GENERAL#Positive};{OTHERS};
4713,"Tuyệt vời với phân khúc giá này. Camera trước 5MP, Sau 13MP khá đẹp, pin khỏe, xem youtube khá tuyệt với chế độ toàn màn hình",5,22/09/2019,{SCREEN#Positive};{CAMERA#Positive};{BATTERY#Positive};{PRICE#Neutral};{GENERAL#Positive};
4714,"Đt dùng mượt pin k trâu bò như mk nghĩ nhưg cũng đủ dùng 1 ngày
K hề nóng rất mát là đằng khác
Nói chug đáng tiền",5,8/1/2020,{BATTERY#Negative};{PERFORMANCE#Positive};{PRICE#Positive};
4715,"Đt xài quá ngon mh mua gần nửa tháng rồi mọi thứ điều rất mượt .Liên quân max cấu hình nhưng
Vẫn mượt mà nói chug làm quá ok trong tầm giá này rồi",4,13/12/2019,{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};
4716,"Máy đầu tiên lỗi do bị văng game, các ứng dụng khác, pin trâu bò, dùng cả ngày. mới đi 1 đổi 1 lại hi vọng ko đi đổi nữa. Nhân viên quản lý thu hà ( 155 lê đình lý đà nẵng nhiệt tình, vui vẻ )",5,22/04/2020,{BATTERY#Positive};{PERFORMANCE#Negative};{SER&ACC#Positive};
4717,"Điện thoại đơ rất khó chịu, phải đi xoá hết giữ liệu mới hết đơ,từ khi mua về đi xoá hết giữ liệu 2 lần",1,31/07/2020,{PERFORMANCE#Negative};
4718,dùng nửa tháng mọi thứ thấy ổn chỉ ngôn ngữ nhập bằng dọng nói ko có tiếng việt chán thế. mà giá tụt nhanh quá mua nửa tháng trước đăt hơn 2 triệu xót ruột thật,3,15/05/2020,{FEATURES#Negative};{PRICE#Negative};{GENERAL#Positive};
4719,"Chụp ảnh da bị vàng quá mức, không biết bị lỗi hay do camera, selfie bị loáng sáng, tệ quá",2,14/05/2019,{CAMERA#Negative};{GENERAL#Negative};
4720,"Vừa mua ngày 16-3-2019 Máy dùng tốt cảm ứng nhạy lướt web mượt pin dùng được lâu ,nhược điểm sạc PIN lâu",4,18/03/2019,{FEATURES#Positive};{BATTERY#Neutral};{PERFORMANCE#Positive};{GENERAL#Positive};
4721,"Đã dùng 1 tháng mua tại tgdd thổ tang nói chung là ok
Pin trâu,loa hơi nhỏ,vân tay khuân mặt thi thoảng ghét nhau k thấy nhận,phải dứ dứ ném xuống đất nó sợ mới nhận 🤣🤣..
Nhân viên nhiệt tình.
Nói chung e này ok với tầm tiền",5,1/8/2020,{FEATURES#Negative};{BATTERY#Positive};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};
4722,"Mọi thứ đều ổn chỉ có chơi game lâu lâu giật lag khó chịu quá, còn cục sạc nhanh 45w sạc chỉ nhanh hơn sạc 25w tầm 10p không chênh lệch bao nhiêu",4,18/09/2019,{BATTERY#Neutral};{PERFORMANCE#Negative};{GENERAL#Positive};
4723,Sản phẩm tốt. Pin khoẻ. Quá tuyệt vời. Chắc best trong tầm giá rồi. Đã mua và sử dụng hơn 4 tháng,5,20/04/2020,{BATTERY#Positive};{PRICE#Neutral};{GENERAL#Positive};{OTHERS};
4724,"Chiếc điện thoại tuyệt vời với camera siêu đẹp ,, xem phim màn hình rộng cực đã.",5,3 tuần trước,{SCREEN#Positive};{CAMERA#Positive};{GENERAL#Positive};
4725,"Máy xài mượt,cam chụp đẹp,hiệu năng tốt,thiết kế vẻ ngoài chưa ưng lắm,nói chung là đẳng cấp iphone thôi",4,23/06/2020,{CAMERA#Positive};{PERFORMANCE#Positive};{DESIGN#Negative};{GENERAL#Positive};
4726,"Tuyệt,rất kết con này,vừa túi tiền. Thích con này do chip Snapdragon 730,xử lý tốt mọi ứng dụng. Chụp hình cận cảnh,điều mình cần có.",5,23/03/2020,{CAMERA#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};
4727,Dở tệ.không thể chấp nhận được đúng là vmast cùu bắp cắm tai nghe thì toàn lên nhận diện giong noi google,1,18/04/2020,{FEATURES#Negative};{GENERAL#Negative};{SER&ACC#Negative};
4728,"Máy xài rất ok, mượt và không đứng máy, chụp hình đẹp, màn hình to thích hợp xem phim và chơi game, tốc độ xử lí nhanh thích hợp lướt ưeb!!!",5,29/06/2018,{SCREEN#Positive};{CAMERA#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};
4729,Điện thoại thì xài tạm đc mà sao điện thoại có 2 loa mà sao 1 bên nghe đc 1 bên nghe ko đc ạ ông AD giúp ạ,5,10/3/2020,{FEATURES#Negative};{GENERAL#Neutral};{OTHERS};
4730,"E mới mua sài tốt... Nhân viên tư vân nhiệt tình.
Bắt sóng 4g mạnh... wifi ổn...",4,13/09/2019,{FEATURES#Positive};{GENERAL#Positive};{SER&ACC#Positive};
4731,"Giá máy thì trên trời, mà trong hộp k tặng nổi cái ốp lưng, TGDD thì cũng k bán flipcover cho sản phẩm này, mua máy xong phải chạy đi mua cái ốp thật là quá mệt mõi",1,2 tuần trước,{PRICE#Negative};{SER&ACC#Negative};
4732,Thời điểm này không ra bản 5g. Cam trước 13mpx bạn trẻ sống ảo kiểu gì cấu hình không có gì đột biến ram4 và 64 nản,3,2 tuần trước,{CAMERA#Negative};{FEATURES#Negative};{PERFORMANCE#Negative};
4733,mình mua sam sung 71 xài 4 tháng đánh như sao màn hình đẹp pin trâu bất sóng Fi quá kém sóng nghe không ổn định lúc đầy lúc không vay tay thì phải là quá tệ thưa vay tay điện thoại quốc bỏ ra hơn 10 triệu được cái mác sam sung thôi máy mượn camera tạm,2,15/06/2020,{SCREEN#Positive};{CAMERA#Neutral};{FEATURES#Negative};{BATTERY#Positive};{PRICE#Negative};{GENERAL#Negative};
4734,Sau gần 1 tháng trải nghiệm thì mấy ổn trong tầm giá...pin thì có thể  k trâu lắm nhưng cũng tầm một ngày  nhưg nếu mọi người tắt ứng dụng chạy ngầm  với 1 vài thứ khác thì mấy pin rất ổn  ...qua một đêm  có khi quên tắt 3g máy mình tuột tầm 2-3% thôi vì mk vào cài đặt  chỉnh sửa một số cái cần thiết k gây hao pin .,5,8/4/2020,{BATTERY#Neutral};{PRICE#Neutral};{GENERAL#Positive};{OTHERS};
4735,Máy kết nối tai nghe blutooth thì kết nối mang rất yêu.ko hiểu tại sao lại như vậy.ace nào có như vậy thì cho nhận xét,1,22/06/2020,{FEATURES#Negative};{OTHERS};
4736,"máy sài ổn định trong tầm giá,mượt chơi game tốt camera khỏi chê vào đau, pin tạm được",5,28/06/2020,{CAMERA#Positive};{BATTERY#Neutral};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};
4737,Đã mua hàng nhiều từ tgdd rồi. Nhân viên phục vụ nhiệt tình chu đáo. Mới cưới về e 7plus từ tgdd 330 cộng hoà trưa nay. Máy dùng khá tốt.,5,11/4/2017,{GENERAL#Positive};{SER&ACC#Positive};
4738,Lúc đầu chơi game Pubg xong thoát ra thì bị đơ luôn màn hình. Phải đợi màn hình tự động tối lại mới hết. Thấy vậy đem ra đổi. Giờ máy mới về dô game pubg thì tự quay màn hình qua trái. Xóa đi tải lại thì tự quay qua phải. Mua để chơi game mà như vậy thì tiêu. Bên nhân viên xem mà đổi lại máy đàng hoàng cho mình. Chứ vầy không hài lòng 1 chút nào,1,13/05/2020,{PERFORMANCE#Negative};{GENERAL#Negative};{SER&ACC#Negative};
4739,Minh lấy máy ngày 13.9. Máy cug ok. Hơi thất vọng về pin. Còn tổng thể dt thì good.,3,15/09/2019,{BATTERY#Negative};{GENERAL#Positive};{OTHERS};
4740,Sp mua 5 tháng xài ok nha mọi người pin trâu lắm sạc nhanh.xai từ sáng đến tối chưa hết pin.,5,23/07/2020,{BATTERY#Positive};{GENERAL#Positive};
4741,"Mình dùng được 1 tháng, mọi thứ đều rất ok. Pin dung tốt, camera và nghe gọi ở, sạc pin nhanh..",5,10/6/2020,{CAMERA#Positive};{FEATURES#Positive};{BATTERY#Positive};{GENERAL#Positive};
4742,"Mình cũng mới mua được hai tuần ,mọi thứ ok ,ngày đầu chưa tải game và ứng dụng thì PIN cả ngày chỉ hết có 50% ,nhưng tải đầy các thứ mình cần thì PIN hao hơn, đến tối còn 30% thôi, trước khi mua mình so với a70 của ss thì rỏ ràng OPPO hấp dẫn hơn",4,2/12/2019,{BATTERY#Negative};{GENERAL#Positive};{OTHERS};
4743,"5 sao cho nv và đmx phan đăng lưu, nhưng 3 sao cho điện thoại, mói xài có 1 tuần chai mất 2% pin",5,3 tuần trước,{BATTERY#Negative};{GENERAL#Neutral};{SER&ACC#Positive};
4744,Mình sài. Được 3 tháng rồi. Máy đơ. Cam thì nhòe. Hay bị lổi. Bin nhanh hết. Kh được mượt. Hối hận vc lun. 15t Đi làm rồng rả mua được cái điện thoại này mà giờ chán quá..,3,11/1/2020,{CAMERA#Negative};{BATTERY#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};
4745,Em mua đt realme 5i mới pin 5000 sao lại nhanh hết hơn pin 4000 ạ .mới mua chưa đc tuần ạ :)))))),2,3 tuần trước,{BATTERY#Negative};{OTHERS};
